AssignmentId,WorkerId,Input.condition,Input.trial1_sentence1,Input.trial1_sentence2,Input.trial1_sentence3,Input.trial1_sentence4,Input.trial1_end,Input.trial2_sentence1,Input.trial2_sentence2,Input.trial2_sentence3,Input.trial2_sentence4,Input.trial2_end,Input.trial3_sentence1,Input.trial3_sentence2,Input.trial3_sentence3,Input.trial3_sentence4,Input.trial3_end,Input.trial4_sentence1,Input.trial4_sentence2,Input.trial4_sentence3,Input.trial4_sentence4,Input.trial4_end,Input.trial5_sentence1,Input.trial5_sentence2,Input.trial5_sentence3,Input.trial5_sentence4,Input.trial5_end,Input.trial6_sentence1,Input.trial6_sentence2,Input.trial6_sentence3,Input.trial6_sentence4,Input.trial6_end,Input.trial7_sentence1,Input.trial7_sentence2,Input.trial7_sentence3,Input.trial7_sentence4,Input.trial7_end,Input.trial8_sentence1,Input.trial8_sentence2,Input.trial8_sentence3,Input.trial8_sentence4,Input.trial8_end,Input.trial9_sentence1,Input.trial9_sentence2,Input.trial9_sentence3,Input.trial9_sentence4,Input.trial9_end,Input.trial10_sentence1,Input.trial10_sentence2,Input.trial10_sentence3,Input.trial10_sentence4,Input.trial10_end,Answer.Age,Answer.Consent,Answer.Ethnicity,Answer.Gender,Answer.Race,Answer.curious10_1,Answer.curious10_2,Answer.curious10_3,Answer.curious10_4,Answer.curious1_1,Answer.curious1_2,Answer.curious1_3,Answer.curious1_4,Answer.curious2_1,Answer.curious2_2,Answer.curious2_3,Answer.curious2_4,Answer.curious3_1,Answer.curious3_2,Answer.curious3_3,Answer.curious3_4,Answer.curious4_1,Answer.curious4_2,Answer.curious4_3,Answer.curious4_4,Answer.curious5_1,Answer.curious5_2,Answer.curious5_3,Answer.curious5_4,Answer.curious6_1,Answer.curious6_2,Answer.curious6_3,Answer.curious6_4,Answer.curious7_1,Answer.curious7_2,Answer.curious7_3,Answer.curious7_4,Answer.curious8_1,Answer.curious8_2,Answer.curious8_3,Answer.curious8_4,Answer.curious9_1,Answer.curious9_2,Answer.curious9_3,Answer.curious9_4,Answer.summary1,Answer.summary10,Answer.summary2,Answer.summary3,Answer.summary4,Answer.summary5,Answer.summary6,Answer.summary7,Answer.summary8,Answer.summary9,Answer.trial10_HearEnd,Answer.trial1_HearEnd,Answer.trial2_HearEnd,Answer.trial3_HearEnd,Answer.trial4_HearEnd,Answer.trial5_HearEnd,Answer.trial6_HearEnd,Answer.trial7_HearEnd,Answer.trial8_HearEnd,Answer.trial9_HearEnd,Exclude
3NJM2BJS4XLMNR20HJ3JD3XW7WUCPS,AU2NVT51E749C,52,News5_start1_12slow.mp3,News5_sentence2_12slow.mp3,News5_sentence3_12slow.mp3,News5_sentence4_12slow.mp3,News5_end4_12slow.mp3,News13_start1_12slow.mp3,News13_sentence2_12slow.mp3,News13_sentence3_12slow.mp3,News13_sentence4_12slow.mp3,News13_end4_12slow.mp3,News9_start1_12fast.mp3,News9_sentence2_12fast.mp3,News9_sentence3_12fast.mp3,News9_sentence4_12fast.mp3,News9_end4_12fast.mp3,News6_start1_12slow.mp3,News6_sentence2_12slow.mp3,News6_sentence3_12slow.mp3,News6_sentence4_12slow.mp3,News6_end4_12slow.mp3,News7_start1_12fast.mp3,News7_sentence2_12fast.mp3,News7_sentence3_12fast.mp3,News7_sentence4_12fast.mp3,News7_end4_12fast.mp3,News4_start1_12slow.mp3,News4_sentence2_12slow.mp3,News4_sentence3_12slow.mp3,News4_sentence4_12slow.mp3,News4_end4_12slow.mp3,News12_start1_12fast.mp3,News12_sentence2_12fast.mp3,News12_sentence3_12fast.mp3,News12_sentence4_12fast.mp3,News12_end4_12fast.mp3,News8_start1_12slow.mp3,News8_sentence2_12slow.mp3,News8_sentence3_12slow.mp3,News8_sentence4_12slow.mp3,News8_end4_12slow.mp3,News3_start1_12fast.mp3,News3_sentence2_12fast.mp3,News3_sentence3_12fast.mp3,News3_sentence4_12fast.mp3,News3_end4_12fast.mp3,News2_start1_12fast.mp3,News2_sentence2_12fast.mp3,News2_sentence3_12fast.mp3,News2_sentence4_12fast.mp3,News2_end4_12fast.mp3,38,consent,Non-Hispanic,Male,White,6,5,5,5,5,5,5,5,5,6,6,5,4,4,3,2,3,3,2,2,4,5,4,3,5,5,5,5,5,6,6,5,2,2,2,1,1,1,1,1,A guy missed his flight so he decided to run out onto the runway to stop the plane.,Russell Crowe attacked his wife and Tom Hanks for stirring chili one morning.,A drunk Kanye West couldn-t find food in Aspen so he broke into a bar and made some nachos.,Mark Wahlberg used a drone to cook a turkey and take pictures of some woman.,Danny DeVito decided to approach bears while wearing a bear costume.,Lindsay Lohan is pissed Hasbro is selling a hamster toy that looks like her and is named after her.,Jimmy Fallon got drunk and fell into a famous painting.,Will Farrell is going to eat only potatoes a la Matt Damon in the Martian film.,Sean Penn fought a grizzly bear.,Justin Bieber was acting like a moron by hanging his feet from an overpass causing delays.,yes,no,yes,no,no,no,yes,yes,no,no,no
3R9WASFE20VN47OGVURMC7KDE8SZFA,A173LV77LF3SHB,39,News9_start1_12fast.mp3,News9_sentence2_12fast.mp3,News9_sentence3_12fast.mp3,News9_sentence4_12fast.mp3,News9_end4_12fast.mp3,News8_start1_12slow.mp3,News8_sentence2_12slow.mp3,News8_sentence3_12slow.mp3,News8_sentence4_12slow.mp3,News8_end4_12slow.mp3,News3_start1_12slow.mp3,News3_sentence2_12slow.mp3,News3_sentence3_12slow.mp3,News3_sentence4_12slow.mp3,News3_end4_12slow.mp3,News2_start1_12slow.mp3,News2_sentence2_12slow.mp3,News2_sentence3_12slow.mp3,News2_sentence4_12slow.mp3,News2_end4_12slow.mp3,News7_start1_12fast.mp3,News7_sentence2_12fast.mp3,News7_sentence3_12fast.mp3,News7_sentence4_12fast.mp3,News7_end4_12fast.mp3,News4_start1_12fast.mp3,News4_sentence2_12fast.mp3,News4_sentence3_12fast.mp3,News4_sentence4_12fast.mp3,News4_end4_12fast.mp3,News6_start1_12slow.mp3,News6_sentence2_12slow.mp3,News6_sentence3_12slow.mp3,News6_sentence4_12slow.mp3,News6_end4_12slow.mp3,News13_start1_12fast.mp3,News13_sentence2_12fast.mp3,News13_sentence3_12fast.mp3,News13_sentence4_12fast.mp3,News13_end4_12fast.mp3,News12_start1_12slow.mp3,News12_sentence2_12slow.mp3,News12_sentence3_12slow.mp3,News12_sentence4_12slow.mp3,News12_end4_12slow.mp3,News5_start1_12fast.mp3,News5_sentence2_12fast.mp3,News5_sentence3_12fast.mp3,News5_sentence4_12fast.mp3,News5_end4_12fast.mp3,58,consent,Non-Hispanic,Female,AmIndAlNat|White,1,1,1,5,5,6,3,1,6,1,5,5,1,1,5,1,5,6,2,6,1,1,1,1,5,2,1,1,6,3,5,1,1,5,1,1,1,1,3,1,a story about a man who uses his drone to roast turkeys and film people,Tom Cruez tried to stop a plane when he was late.,Shawn Penn stuck his arm into a bears throat,Beiber climbed onto a sign bridge and was arrested,Tom Hanks go into a fight over stirring chili,Lohan is made about a toy rat that looks like her,Jimmy Falon fell into a painting because he was drunk.,DeVito put on a bear suit and got to close to a bear and her cubs,West got drunk broke into a bar and caused a fire when he tried to cook.,Will Farrel is only going to eat potatoes for a year.,no,no,no,no,yes,no,no,no,no,no,no
3TXWC2NHN05H2LBPXGXM6I1ZOVYS97,A30QJ7CBVX5HJB,38,News3_start1_12slow.mp3,News3_sentence2_12slow.mp3,News3_sentence3_12slow.mp3,News3_sentence4_12slow.mp3,News3_end4_12slow.mp3,News5_start1_12slow.mp3,News5_sentence2_12slow.mp3,News5_sentence3_12slow.mp3,News5_sentence4_12slow.mp3,News5_end4_12slow.mp3,News9_start1_12fast.mp3,News9_sentence2_12fast.mp3,News9_sentence3_12fast.mp3,News9_sentence4_12fast.mp3,News9_end4_12fast.mp3,News12_start1_12slow.mp3,News12_sentence2_12slow.mp3,News12_sentence3_12slow.mp3,News12_sentence4_12slow.mp3,News12_end4_12slow.mp3,News13_start1_12fast.mp3,News13_sentence2_12fast.mp3,News13_sentence3_12fast.mp3,News13_sentence4_12fast.mp3,News13_end4_12fast.mp3,News2_start1_12fast.mp3,News2_sentence2_12fast.mp3,News2_sentence3_12fast.mp3,News2_sentence4_12fast.mp3,News2_end4_12fast.mp3,News4_start1_12fast.mp3,News4_sentence2_12fast.mp3,News4_sentence3_12fast.mp3,News4_sentence4_12fast.mp3,News4_end4_12fast.mp3,News7_start1_12slow.mp3,News7_sentence2_12slow.mp3,News7_sentence3_12slow.mp3,News7_sentence4_12slow.mp3,News7_end4_12slow.mp3,News8_start1_12slow.mp3,News8_sentence2_12slow.mp3,News8_sentence3_12slow.mp3,News8_sentence4_12slow.mp3,News8_end4_12slow.mp3,News6_start1_12fast.mp3,News6_sentence2_12fast.mp3,News6_sentence3_12fast.mp3,News6_sentence4_12fast.mp3,News6_end4_12fast.mp3,29,consent,Non-Hispanic,Female,White,4,4,4,4,5,4,4,3,5,4,3,2,5,5,5,4,6,5,5,5,5,4,5,4,5,5,4,3,5,4,3,3,5,4,4,4,5,5,3,3,21-year-old Justin Bieber stalled traffic by climbing a road sign and staying up there for hours.,With unclear reasoning Danny Devito donned a bear costume and approached a mother bear with her cubs.,Tom Cruise impeded airway travel by going on the restricted runway when he was running late for his flight to his high school reunion.,Mark Wahlberg got in trouble for using his turkey-cooking flamethrower drone in his family-s wooded lawn.,Inspired by Matt Damon-s film The Martian Will Ferrell has decided to eat nothing but potatoes in 2016 in an effort to lose weight.,A drunk Kanye West set fire to a bar/grill while trying to make nachos.,Drunk Russell Crowe got in a fight with Tom Hanks because Hanks was stirring a pot of chili and he didn-t like that.,An apparently drunk Jimmy Fallon tripped and fell into a priceless painting.,Lindsay Lohan is suing a toy brand for making a toy hamster that she says shares her name and likeness and is both damaging to her career and a choking hazard.,While hunting Sean Penn fought off an attacking grizzly bear by hitting it in the jaw and triggering its gag reflex.,no,no,no,no,no,no,no,no,no,no,no
3LBXNTKX0SAPY2XORQ395QIR3B09XY,AYSG3J2U3UF1Y,50,News8_start1_12fast.mp3,News8_sentence2_12fast.mp3,News8_sentence3_12fast.mp3,News8_sentence4_12fast.mp3,News8_end4_12fast.mp3,News3_start1_12fast.mp3,News3_sentence2_12fast.mp3,News3_sentence3_12fast.mp3,News3_sentence4_12fast.mp3,News3_end4_12fast.mp3,News4_start1_12slow.mp3,News4_sentence2_12slow.mp3,News4_sentence3_12slow.mp3,News4_sentence4_12slow.mp3,News4_end4_12slow.mp3,News5_start1_12slow.mp3,News5_sentence2_12slow.mp3,News5_sentence3_12slow.mp3,News5_sentence4_12slow.mp3,News5_end4_12slow.mp3,News2_start1_12slow.mp3,News2_sentence2_12slow.mp3,News2_sentence3_12slow.mp3,News2_sentence4_12slow.mp3,News2_end4_12slow.mp3,News7_start1_12slow.mp3,News7_sentence2_12slow.mp3,News7_sentence3_12slow.mp3,News7_sentence4_12slow.mp3,News7_end4_12slow.mp3,News9_start1_12fast.mp3,News9_sentence2_12fast.mp3,News9_sentence3_12fast.mp3,News9_sentence4_12fast.mp3,News9_end4_12fast.mp3,News13_start1_12fast.mp3,News13_sentence2_12fast.mp3,News13_sentence3_12fast.mp3,News13_sentence4_12fast.mp3,News13_end4_12fast.mp3,News12_start1_12slow.mp3,News12_sentence2_12slow.mp3,News12_sentence3_12slow.mp3,News12_sentence4_12slow.mp3,News12_end4_12slow.mp3,News6_start1_12fast.mp3,News6_sentence2_12fast.mp3,News6_sentence3_12fast.mp3,News6_sentence4_12fast.mp3,News6_end4_12fast.mp3,55,consent,Non-Hispanic,Male,White,6,6,6,6,3,4,5,6,4,5,6,5,5,5,6,6,6,6,6,7,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,How to encounter a bear.,Divito dressed like a bear in Alaska and approached some bears fish and game stopped that and scared the bears away.,Justin Beiber was on a road sign and police had to shut the road and talk him down then fined him.,Jimmy Falon tripped an poked a hole in a Leonardo Davinchi painting when drunk.,Tom Cruise opened a security door and ran onto a tarmac to stop his departing plane.,Crow and hanks got into a fight over hanks stirring a pot of chili.,Lindsey Lohan is suing Hasbro over a hamster that looks like her.,Whalberg made a drone that flamed on a turkey and roasted it and was attacked by a woman that said he was filming her with a drone.,Conye west broke into a bar and drank booze and made nachos.,Will Ferrell went on a potatoes only diet when he realized he was a bit porky.,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no
3L4PIM1GQUVK27JKQ3PXFPPUB21RY8,AVJUIF9QHQRY8,65,News7_start1_12slow.mp3,News7_sentence2_12slow.mp3,News7_sentence3_12slow.mp3,News7_sentence4_12slow.mp3,News7_end4_12slow.mp3,News13_start1_12fast.mp3,News13_sentence2_12fast.mp3,News13_sentence3_12fast.mp3,News13_sentence4_12fast.mp3,News13_end4_12fast.mp3,News4_start1_12slow.mp3,News4_sentence2_12slow.mp3,News4_sentence3_12slow.mp3,News4_sentence4_12slow.mp3,News4_end4_12slow.mp3,News9_start1_12fast.mp3,News9_sentence2_12fast.mp3,News9_sentence3_12fast.mp3,News9_sentence4_12fast.mp3,News9_end4_12fast.mp3,News12_start1_12slow.mp3,News12_sentence2_12slow.mp3,News12_sentence3_12slow.mp3,News12_sentence4_12slow.mp3,News12_end4_12slow.mp3,News6_start1_12fast.mp3,News6_sentence2_12fast.mp3,News6_sentence3_12fast.mp3,News6_sentence4_12fast.mp3,News6_end4_12fast.mp3,News3_start1_12fast.mp3,News3_sentence2_12fast.mp3,News3_sentence3_12fast.mp3,News3_sentence4_12fast.mp3,News3_end4_12fast.mp3,News2_start1_12slow.mp3,News2_sentence2_12slow.mp3,News2_sentence3_12slow.mp3,News2_sentence4_12slow.mp3,News2_end4_12slow.mp3,News5_start1_12slow.mp3,News5_sentence2_12slow.mp3,News5_sentence3_12slow.mp3,News5_sentence4_12slow.mp3,News5_end4_12slow.mp3,News8_start1_12fast.mp3,News8_sentence2_12fast.mp3,News8_sentence3_12fast.mp3,News8_sentence4_12fast.mp3,News8_end4_12fast.mp3,32,consent,Non-Hispanic,Female,Asian|BlAfAm,6,6,6,6,5,2,5,4,6,1,2,3,4,2,2,1,4,3,4,3,3,3,4,2,3,5,5,5,6,3,6,6,7,7,7,7,7,7,6,7,A couple of stories about weird topics.,Sean Penn fighting with a bear.,New stories about kayne west and a couple other topics,Some story about an accident.,mark tryna roast turkeys.,Story about Will Farrel.,He put on a costume and started messing with bears,about justin Beiber getting a disorderly conduct charge,Russel Crow bit Tom Hanks over a pot of chili.,Tom Cruise acting crazy at a airport.,yes,yes,no,no,no,yes,no,no,yes,yes,no
3OVHNO1VE7GQ6NAK4OWWO7HS2VCZDZ,A34B9FXOCN08RW,22,News6_start1_12fast.mp3,News6_sentence2_12fast.mp3,News6_sentence3_12fast.mp3,News6_sentence4_12fast.mp3,News6_end4_12fast.mp3,News13_start1_12fast.mp3,News13_sentence2_12fast.mp3,News13_sentence3_12fast.mp3,News13_sentence4_12fast.mp3,News13_end4_12fast.mp3,News12_start1_12slow.mp3,News12_sentence2_12slow.mp3,News12_sentence3_12slow.mp3,News12_sentence4_12slow.mp3,News12_end4_12slow.mp3,News7_start1_12slow.mp3,News7_sentence2_12slow.mp3,News7_sentence3_12slow.mp3,News7_sentence4_12slow.mp3,News7_end4_12slow.mp3,News9_start1_12slow.mp3,News9_sentence2_12slow.mp3,News9_sentence3_12slow.mp3,News9_sentence4_12slow.mp3,News9_end4_12slow.mp3,News8_start1_12fast.mp3,News8_sentence2_12fast.mp3,News8_sentence3_12fast.mp3,News8_sentence4_12fast.mp3,News8_end4_12fast.mp3,News3_start1_12slow.mp3,News3_sentence2_12slow.mp3,News3_sentence3_12slow.mp3,News3_sentence4_12slow.mp3,News3_end4_12slow.mp3,News2_start1_12fast.mp3,News2_sentence2_12fast.mp3,News2_sentence3_12fast.mp3,News2_sentence4_12fast.mp3,News2_end4_12fast.mp3,News5_start1_12fast.mp3,News5_sentence2_12fast.mp3,News5_sentence3_12fast.mp3,News5_sentence4_12fast.mp3,News5_end4_12fast.mp3,News4_start1_12slow.mp3,News4_sentence2_12slow.mp3,News4_sentence3_12slow.mp3,News4_sentence4_12slow.mp3,News4_end4_12slow.mp3,29,consent,Non-Hispanic,Male,White,7,7,7,7,7,7,6,7,7,7,7,1,1,1,4,5,6,6,6,6,6,7,7,7,6,7,7,6,7,7,7,7,7,7,6,7,7,7,7,7,Danny Devito with a costume and some cubs.,Jimmy Fallon who appeared to be drunk. fell into a painting inspired by leonardo da vinci and punched a hole in the canvas.,Kanye west burned the place down drunk and broke into a place.,Will Ferrel decided to just eat potatoes. Mirrors Matt Damons diet from the martian.,Linsay Lohan sues hasbro over hamster likeness and name.,Mark Wahlberg built a drone to roast turkeys.,Sean Penn in an encounter with an animal.,Justin Beiber climber a sign. obstructing roadways. Police were able to talk him down.,Drunk russel crowe in an attack on his other half and tom hanks.,Tom Cruise opens emergency door triggering alarm to stop departing plane on the runway.,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no
3I33IC7ZWGH2254WV7WGBVZFWK72AL,A3QRDQQYN0UIGX,60,News7_start1_12fast.mp3,News7_sentence2_12fast.mp3,News7_sentence3_12fast.mp3,News7_sentence4_12fast.mp3,News7_end4_12fast.mp3,News12_start1_12fast.mp3,News12_sentence2_12fast.mp3,News12_sentence3_12fast.mp3,News12_sentence4_12fast.mp3,News12_end4_12fast.mp3,News2_start1_12slow.mp3,News2_sentence2_12slow.mp3,News2_sentence3_12slow.mp3,News2_sentence4_12slow.mp3,News2_end4_12slow.mp3,News4_start1_12slow.mp3,News4_sentence2_12slow.mp3,News4_sentence3_12slow.mp3,News4_sentence4_12slow.mp3,News4_end4_12slow.mp3,News8_start1_12fast.mp3,News8_sentence2_12fast.mp3,News8_sentence3_12fast.mp3,News8_sentence4_12fast.mp3,News8_end4_12fast.mp3,News5_start1_12fast.mp3,News5_sentence2_12fast.mp3,News5_sentence3_12fast.mp3,News5_sentence4_12fast.mp3,News5_end4_12fast.mp3,News3_start1_12fast.mp3,News3_sentence2_12fast.mp3,News3_sentence3_12fast.mp3,News3_sentence4_12fast.mp3,News3_end4_12fast.mp3,News9_start1_12slow.mp3,News9_sentence2_12slow.mp3,News9_sentence3_12slow.mp3,News9_sentence4_12slow.mp3,News9_end4_12slow.mp3,News13_start1_12slow.mp3,News13_sentence2_12slow.mp3,News13_sentence3_12slow.mp3,News13_sentence4_12slow.mp3,News13_end4_12slow.mp3,News6_start1_12slow.mp3,News6_sentence2_12slow.mp3,News6_sentence3_12slow.mp3,News6_sentence4_12slow.mp3,News6_end4_12slow.mp3,34,consent,Non-Hispanic,Female,White,5,5,5,5,6,6,6,6,5,5,5,5,6,7,7,7,4,4,4,4,5,5,5,5,6,5,5,6,5,5,5,5,2,4,4,4,6,5,5,5,Lindsey Lohan is suing Hasbro over a hamster toy that she claims resembles her and shares her nickname.,Danny Devito dressed as a bear and approached a mother bear with her two cubs in Alaska,Will Farrell decides to eat a diet only consisting of potatoes based on a movie starring Matt Damon.,Tom Hanks was attacked by Russell Crow because he stirred the chili he was cooking in his home.,Jimmy Fallon fell and damaged a painting while intoxicated.,Sean Penn fought off a grizzly bear with his bare hands by gagging it.,Tom Cruise was late for his flight to Ohio and is being charged with a felony for running on to the plane and forcing emergency doors open in an attempt to stop the planes departure.,Justin Beiber was charged for obstructing traffic after climbing onto a sign,Mark Whalburg created a drone that can roast turkeys.,Kanye West set fire to an Aspen bar after the couldn-t get food anywhere else.,no,yes,no,no,no,no,no,no,no,no,no
3URFVVM166XCNPL6QJMLY7LGOWFUZE,A1UYUOWZGYSAPC,100,News7_start1_12fast.mp3,News7_sentence2_12fast.mp3,News7_sentence3_12fast.mp3,News7_sentence4_12fast.mp3,News7_end4_12fast.mp3,News2_start1_12slow.mp3,News2_sentence2_12slow.mp3,News2_sentence3_12slow.mp3,News2_sentence4_12slow.mp3,News2_end4_12slow.mp3,News4_start1_12fast.mp3,News4_sentence2_12fast.mp3,News4_sentence3_12fast.mp3,News4_sentence4_12fast.mp3,News4_end4_12fast.mp3,News6_start1_12fast.mp3,News6_sentence2_12fast.mp3,News6_sentence3_12fast.mp3,News6_sentence4_12fast.mp3,News6_end4_12fast.mp3,News3_start1_12slow.mp3,News3_sentence2_12slow.mp3,News3_sentence3_12slow.mp3,News3_sentence4_12slow.mp3,News3_end4_12slow.mp3,News9_start1_12slow.mp3,News9_sentence2_12slow.mp3,News9_sentence3_12slow.mp3,News9_sentence4_12slow.mp3,News9_end4_12slow.mp3,News13_start1_12slow.mp3,News13_sentence2_12slow.mp3,News13_sentence3_12slow.mp3,News13_sentence4_12slow.mp3,News13_end4_12slow.mp3,News12_start1_12slow.mp3,News12_sentence2_12slow.mp3,News12_sentence3_12slow.mp3,News12_sentence4_12slow.mp3,News12_end4_12slow.mp3,News8_start1_12fast.mp3,News8_sentence2_12fast.mp3,News8_sentence3_12fast.mp3,News8_sentence4_12fast.mp3,News8_end4_12fast.mp3,News5_start1_12fast.mp3,News5_sentence2_12fast.mp3,News5_sentence3_12fast.mp3,News5_sentence4_12fast.mp3,News5_end4_12fast.mp3,29,consent,Non-Hispanic,Male,White,5,5,5,3,6,6,7,5,7,7,7,7,7,4,5,5,7,6,5,5,3,2,2,2,5,4,3,3,4,5,3,3,2,3,3,3,5,5,6,5,Lindsay lohan is suing hasbro for potraying her as a rodent toy.,tom cruise was charged with a felony after going on to a runway to stop a plane he was meant to be on.,Russell crowe bit an kicked tom hanks because tom stirred hiss chili. Russell was intoxicated,jimmy fallon tripped and fell through a 1.5 million dollar painting.,danny devito dressed up like a bear and got close to a bear and her cubs. The reason he did this is still unknown,Justin bieber was charged with dissordily conduct and obstructing a highway.,mark wahlberg used an aerial drone to roast a turkey. Police were called but they were told it was safe,kanye west got drunk and set a bar on fire trying to make nachos,will ferrel wantss to try a new diet which is eating nothing but potatoes for a year.,sean penn was attacked while hunting elk by a grizzly bear. He used a choke method he learned in a magazine to scare him off,no,yes,no,no,no,no,no,no,no,no,no
3K3R2QNK8CIXHY3TMLSMLJJN9SIU9O,A2NOR6R1M1NHGX,98,News9_start1_12slow.mp3,News9_sentence2_12slow.mp3,News9_sentence3_12slow.mp3,News9_sentence4_12slow.mp3,News9_end4_12slow.mp3,News2_start1_12slow.mp3,News2_sentence2_12slow.mp3,News2_sentence3_12slow.mp3,News2_sentence4_12slow.mp3,News2_end4_12slow.mp3,News8_start1_12fast.mp3,News8_sentence2_12fast.mp3,News8_sentence3_12fast.mp3,News8_sentence4_12fast.mp3,News8_end4_12fast.mp3,News5_start1_12slow.mp3,News5_sentence2_12slow.mp3,News5_sentence3_12slow.mp3,News5_sentence4_12slow.mp3,News5_end4_12slow.mp3,News4_start1_12fast.mp3,News4_sentence2_12fast.mp3,News4_sentence3_12fast.mp3,News4_sentence4_12fast.mp3,News4_end4_12fast.mp3,News7_start1_12fast.mp3,News7_sentence2_12fast.mp3,News7_sentence3_12fast.mp3,News7_sentence4_12fast.mp3,News7_end4_12fast.mp3,News3_start1_12slow.mp3,News3_sentence2_12slow.mp3,News3_sentence3_12slow.mp3,News3_sentence4_12slow.mp3,News3_end4_12slow.mp3,News12_start1_12fast.mp3,News12_sentence2_12fast.mp3,News12_sentence3_12fast.mp3,News12_sentence4_12fast.mp3,News12_end4_12fast.mp3,News13_start1_12fast.mp3,News13_sentence2_12fast.mp3,News13_sentence3_12fast.mp3,News13_sentence4_12fast.mp3,News13_end4_12fast.mp3,News6_start1_12slow.mp3,News6_sentence2_12slow.mp3,News6_sentence3_12slow.mp3,News6_sentence4_12slow.mp3,News6_end4_12slow.mp3,35,consent,Non-Hispanic,Female,White,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,5,4,5,4,5,4,4,4,1,1,1,1,7,6,6,6,1,1,1,1,Mark Walberg used a drone to shoot fire and cook a turkey.,Danny DeVito put on a bear costume and approached a bear and her cubs in Alaska while people watched.,Russel Crowe bit tom Hanks after a dispute over Tom Hanks stirring Rusell-s chili.,Sean Penn was hunting and hit a bear in the throat to get the bear to gag and stop trying to attack him.,Tom Cruise ran onto the tarmac at an airport to catch a flight that was about to depart.,Jimmy Fallon fell into a painting and tore a hole in it.,Lindsay Lohan is suing Hasbro over a hamster that bears a likeness to her.,Justin Bieber climbed a road sign and caused traffic delays.,Will Ferrell is going to eat only potatoes in 2016.,Kanye West got drunk and made nachos.,no,no,no,no,no,no,no,no,no,no,no
3BQU611VFQZZX6FQOAXVPNW9WAX997,A2581F7TDPAMBQ,1,News6_start1_12slow.mp3,News6_sentence2_12slow.mp3,News6_sentence3_12slow.mp3,News6_sentence4_12slow.mp3,News6_end4_12slow.mp3,News12_start1_12fast.mp3,News12_sentence2_12fast.mp3,News12_sentence3_12fast.mp3,News12_sentence4_12fast.mp3,News12_end4_12fast.mp3,News13_start1_12fast.mp3,News13_sentence2_12fast.mp3,News13_sentence3_12fast.mp3,News13_sentence4_12fast.mp3,News13_end4_12fast.mp3,News7_start1_12fast.mp3,News7_sentence2_12fast.mp3,News7_sentence3_12fast.mp3,News7_sentence4_12fast.mp3,News7_end4_12fast.mp3,News4_start1_12slow.mp3,News4_sentence2_12slow.mp3,News4_sentence3_12slow.mp3,News4_sentence4_12slow.mp3,News4_end4_12slow.mp3,News3_start1_12slow.mp3,News3_sentence2_12slow.mp3,News3_sentence3_12slow.mp3,News3_sentence4_12slow.mp3,News3_end4_12slow.mp3,News2_start1_12fast.mp3,News2_sentence2_12fast.mp3,News2_sentence3_12fast.mp3,News2_sentence4_12fast.mp3,News2_end4_12fast.mp3,News9_start1_12slow.mp3,News9_sentence2_12slow.mp3,News9_sentence3_12slow.mp3,News9_sentence4_12slow.mp3,News9_end4_12slow.mp3,News5_start1_12fast.mp3,News5_sentence2_12fast.mp3,News5_sentence3_12fast.mp3,News5_sentence4_12fast.mp3,News5_end4_12fast.mp3,News8_start1_12slow.mp3,News8_sentence2_12slow.mp3,News8_sentence3_12slow.mp3,News8_sentence4_12slow.mp3,News8_end4_12slow.mp3,35,consent,NoResponse,Female,Other,1,1,1,1,4,2,3,4,7,4,4,3,1,1,1,2,1,3,4,3,4,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Danny Davito was dressed as a bear for some unknown reason. He was approaching a tent.,Sean Penn shoved his arm in a 400lb bears throat in an attempt to trigger the bears gag reflex,Will Ferrel is going to eat nothing but potatoes for the next 366 days based on obtaining knowledge they served a great purpose,Kanye West made nachos and then set fire to an establishment after drinking jager and other alcohol,Lindsay Lohan is suing Hasbro claiming a toy hamster has her name and physically resembles her. She claims the resemblance is an insult.,Jimmy Fallon under the influence of alcohol fell in a museum and ruined floral items,Justin Beiber was arrested for obstructing traffic while dangling his feet over an overpass,Russell Crow assaulted Tom Hanks after becoming angry that Hanks stirred a pot of chili,Mark Wahlberg created a drone which throws flames and used it to roast turkeys,Tom Cruise ran onto a plane ramp and was arrested for endangering public transportation,yes,no,no,no,yes,no,no,no,no,no,no
